,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
6267,-117.94,163000.0,274.0,34.0,1403.0,0,257.0,977.0,38.409,34.04
6268,-117.94,161200.0,304.0,34.0,1519.0,0,300.0,1262.0,33.409,34.05
6269,-117.95,154500.0,539.0,31.0,2349.0,0,521.0,2028.0,3.4939999999999998,34.05
6270,-117.94,158900.0,331.0,33.0,1493.0,0,354.0,1571.0,38.864000000000004,34.04
6271,-117.95,150800.0,846.0,27.0,2610.0,0,750.0,2296.0,2.274,34.04
6272,-117.94,149000.0,289.0,35.0,1499.0,0,268.0,1112.0,3.83,34.03
6273,-117.94,151800.0,249.0,35.0,1375.0,0,239.0,1015.0,40.521,34.03
6274,-117.95,157900.0,394.0,33.0,1782.0,0,376.0,1517.0,33.389,34.03
6275,-117.93,157600.0,836.0,23.0,3188.0,0,840.0,3883.0,21.863000000000003,34.01
6276,-117.93,153800.0,361.0,33.0,1733.0,0,375.0,1757.0,42.266000000000005,34.01
6277,-117.94,162900.0,955.0,27.0,5026.0,0,930.0,3899.0,3.8710000000000004,34.02
6278,-117.95,135600.0,258.0,19.0,1129.0,0,228.0,900.0,3.875,34.02
6279,-117.95,144100.0,411.0,22.0,1919.0,0,363.0,1203.0,42.578,34.02
6280,-117.92,157300.0,233.0,35.0,1341.0,0,216.0,898.0,41.118,34.03
6281,-117.92,162400.0,375.0,32.0,1819.0,0,375.0,1728.0,3.975,34.03
6282,-117.92,159500.0,306.0,35.0,1469.0,0,308.0,1285.0,39.219,34.03
6283,-117.93,163100.0,399.0,35.0,2160.0,0,403.0,1694.0,38.580999999999996,34.03
6284,-117.93,164500.0,446.0,30.0,2246.0,0,431.0,1837.0,47.917,34.03
6285,-117.93,181000.0,1168.0,23.0,6361.0,0,1109.0,4580.0,49.342,34.04
6286,-117.93,178100.0,239.0,30.0,1336.0,0,253.0,905.0,48.854,34.04
6287,-117.9,278300.0,2185.0,15.0,11989.0,0,2081.0,6652.0,45.553999999999995,34.04
6288,-117.9,330400.0,76.0,33.0,629.0,0,75.0,253.0,76.286,34.05
6289,-117.91,168800.0,1761.0,15.0,8749.0,0,1691.0,5278.0,46.324,34.04
6290,-117.92,161900.0,419.0,36.0,2241.0,0,448.0,1743.0,46.586999999999996,34.05
6291,-117.88,178200.0,1332.0,16.0,6756.0,0,1299.0,4429.0,47.589,34.01
6292,-117.88,192100.0,1086.0,21.0,5459.0,0,1087.0,3394.0,36.308,34.0
6293,-117.89,154100.0,955.0,23.0,4535.0,0,930.0,3881.0,36.275,34.01
6294,-117.9,131100.0,381.0,27.0,1702.0,0,352.0,2091.0,37.917,34.01
6295,-117.9,141400.0,472.0,27.0,2383.0,0,494.0,2079.0,39.702,34.01
6296,-117.91,199300.0,1384.0,17.0,5973.0,0,1229.0,4349.0,32.799,34.02
6297,-117.9,226200.0,2486.0,15.0,14058.0,0,2497.0,8997.0,50.70399999999999,34.02
6298,-117.91,136200.0,538.0,22.0,6269.0,0,1251.0,5587.0,38.201,34.02
6299,-117.92,127200.0,634.0,35.0,3055.0,0,615.0,3738.0,3.375,34.01
6300,-117.98,190600.0,310.0,29.0,1468.0,0,276.0,1390.0,3.75,34.04
6301,-117.96,133300.0,124.0,33.0,349.0,0,83.0,460.0,2.375,34.02
6302,-117.98,191100.0,162.0,21.0,797.0,0,166.0,484.0,2.625,34.03
6303,-117.9,171900.0,1789.0,18.0,8076.0,0,1707.0,5325.0,3.443,33.99
6304,-117.92,136300.0,30.0,36.0,116.0,0,35.0,193.0,38.125,34.0
6305,-117.88,187500.0,51.0,32.0,265.0,0,50.0,170.0,39.375,34.0
6306,-117.89,211300.0,618.0,22.0,3272.0,0,591.0,1784.0,40.324,33.99
6307,-117.87,209700.0,515.0,21.0,2837.0,0,555.0,2031.0,49.271,33.99
6308,-118.01,138000.0,172.0,37.0,682.0,0,173.0,813.0,38.125,34.05
6309,-117.99,168300.0,959.0,30.0,4468.0,0,938.0,4027.0,3.185,34.04
6310,-118.02,215400.0,1001.0,27.0,5640.0,0,978.0,3538.0,5.065,34.04
6311,-118.0,226100.0,1154.0,25.0,6909.0,0,1121.0,3912.0,5.257000000000001,34.03
6312,-117.98,183900.0,651.0,32.0,2945.0,0,652.0,2044.0,31.979,34.02
6313,-117.98,193200.0,632.0,33.0,3512.0,0,598.0,1971.0,44.653,34.02
6314,-117.98,262100.0,418.0,27.0,2643.0,0,381.0,1344.0,57.056999999999995,34.01
6315,-117.99,382500.0,397.0,26.0,2988.0,0,415.0,1371.0,66.988,34.0
6316,-118.02,302400.0,986.0,21.0,5992.0,0,969.0,2647.0,52.405,34.02
6317,-117.97,152900.0,700.0,33.0,3530.0,0,679.0,2959.0,37.459,34.01
6318,-117.97,165500.0,381.0,33.0,2006.0,0,346.0,1410.0,37.083,34.01
6319,-117.97,179000.0,375.0,28.0,1983.0,0,367.0,1407.0,38.319,34.0
6320,-117.97,289900.0,982.0,22.0,5284.0,0,932.0,2613.0,47.332,33.99
6321,-117.98,324900.0,538.0,22.0,3632.0,0,566.0,1968.0,6.019,34.0
6322,-117.98,334300.0,455.0,26.0,3343.0,0,457.0,1429.0,70.778,33.99
6323,-117.98,333500.0,346.0,27.0,2275.0,0,333.0,1039.0,62.217,33.98
6324,-117.99,360400.0,1144.0,18.0,8399.0,0,1107.0,3727.0,69.695,33.98
6325,-117.95,176300.0,468.0,34.0,2376.0,0,449.0,1858.0,41.328,34.0
6326,-117.96,186700.0,952.0,33.0,5462.0,0,914.0,3527.0,44.038000000000004,34.0
6327,-117.96,183800.0,540.0,34.0,2777.0,0,522.0,1954.0,45.163000000000004,34.0
6328,-117.92,362500.0,2919.0,10.0,16414.0,0,2714.0,8907.0,61.552,33.98
6329,-117.95,330400.0,2602.0,15.0,16042.0,0,2552.0,7732.0,56.716,33.98
6330,-117.94,284000.0,1018.0,18.0,6100.0,0,982.0,3112.0,49.931999999999995,33.99
6331,-117.95,269900.0,692.0,15.0,3978.0,0,665.0,2418.0,50.141999999999996,33.99
6332,-117.95,325000.0,177.0,24.0,1219.0,0,185.0,610.0,67.97800000000001,33.99
6333,-117.95,332200.0,138.0,25.0,1075.0,0,132.0,451.0,68.492,33.99
6334,-117.96,297600.0,210.0,25.0,1348.0,0,200.0,660.0,52.852,33.99
6335,-117.96,311100.0,388.0,25.0,2799.0,0,389.0,1348.0,62.516999999999996,33.99
6336,-117.97,300300.0,570.0,23.0,3335.0,0,555.0,1560.0,57.268,33.99
6337,-117.96,302200.0,184.0,25.0,1259.0,0,170.0,599.0,57.407,33.98
6338,-117.88,265200.0,3079.0,16.0,19059.0,0,3061.0,10988.0,55.468999999999994,33.96
6339,-117.89,184500.0,711.0,5.0,3088.0,0,641.0,1415.0,25.125,33.98
6340,-117.9,186700.0,2283.0,20.0,9893.0,0,2159.0,7228.0,3.253,33.98
6341,-117.9,213200.0,1255.0,23.0,7353.0,0,1124.0,4014.0,54.155,33.97
6342,-117.75,105800.0,318.0,52.0,1171.0,1,276.0,1126.0,19.762,34.06
6343,-117.75,112500.0,9.0,52.0,62.0,1,16.0,44.0,0.4999,34.06
6344,-117.74,137500.0,506.0,4.0,1391.0,1,369.0,727.0,14.722000000000001,34.06
6345,-117.75,107500.0,108.0,27.0,437.0,1,97.0,469.0,17.206,34.05
6346,-117.75,94600.0,92.0,37.0,378.0,1,103.0,503.0,21.908,34.05
6347,-117.75,112500.0,135.0,44.0,477.0,1,117.0,502.0,20.156,34.06
6348,-117.75,67500.0,6.0,52.0,24.0,1,7.0,46.0,1.625,34.06
6349,-117.94,220100.0,144.0,33.0,859.0,1,138.0,421.0,44.821000000000005,34.15
6350,-117.95,273800.0,1089.0,17.0,7116.0,1,1083.0,3538.0,62.653999999999996,34.16
6351,-117.94,219400.0,283.0,33.0,1620.0,1,275.0,868.0,5.4110000000000005,34.14
6352,-117.95,184500.0,710.0,13.0,3859.0,1,759.0,2283.0,45.593999999999994,34.14
6353,-117.95,137500.0,440.0,33.0,1943.0,1,353.0,1526.0,3.0380000000000003,34.14
6354,-117.96,151700.0,542.0,27.0,2221.0,1,523.0,1328.0,25.275,34.14
6355,-117.96,163900.0,405.0,33.0,1994.0,1,403.0,993.0,3.766,34.14
6356,-117.96,179600.0,207.0,9.0,907.0,1,194.0,619.0,39.464,34.14
6357,-117.97,150300.0,964.0,15.0,3595.0,1,877.0,1839.0,26.014,34.14
6358,-117.97,136000.0,348.0,33.0,1328.0,1,329.0,903.0,31.094,34.14
6359,-117.97,151700.0,127.0,42.0,683.0,1,138.0,541.0,34.375,34.13
6360,-117.98,148000.0,388.0,24.0,1596.0,1,352.0,1329.0,30.416999999999998,34.14
6361,-117.97,144500.0,473.0,33.0,2038.0,1,469.0,1546.0,34.777,34.13
6362,-117.98,142900.0,309.0,37.0,1447.0,1,290.0,1279.0,40.083,34.13
6363,-117.98,130500.0,460.0,29.0,2110.0,1,448.0,1890.0,36.806,34.13
6364,-117.97,500001.0,472.0,33.0,2474.0,1,437.0,1268.0,64.57600000000001,34.15
6365,-117.97,295000.0,848.0,35.0,5005.0,1,813.0,2112.0,49.968,34.17
6366,-118.0,311800.0,156.0,42.0,1020.0,1,157.0,398.0,6.101,34.16
6367,-118.01,318500.0,270.0,47.0,1745.0,1,275.0,753.0,5.532,34.16
6368,-117.99,365000.0,432.0,38.0,2981.0,1,437.0,1063.0,65.25399999999999,34.18
6369,-117.99,262000.0,696.0,40.0,3838.0,1,674.0,1851.0,42.407,34.16
6370,-118.0,270600.0,227.0,52.0,1354.0,1,206.0,531.0,48.059,34.16
6371,-118.0,256800.0,673.0,48.0,3436.0,1,648.0,1540.0,4.275,34.15
6372,-118.01,265500.0,472.0,52.0,2234.0,1,439.0,986.0,39.125,34.15
6373,-118.02,280800.0,437.0,44.0,2419.0,1,432.0,1045.0,3.875,34.15
6374,-118.02,500001.0,548.0,32.0,3868.0,1,528.0,1558.0,94.667,34.17
6375,-118.03,500001.0,239.0,36.0,1640.0,1,253.0,693.0,66.888,34.16
6376,-118.03,486800.0,283.0,43.0,1694.0,1,267.0,674.0,41.797,34.15
6377,-118.02,307400.0,426.0,44.0,2267.0,1,372.0,980.0,3.6,34.15
6378,-118.06,410400.0,398.0,38.0,2726.0,1,380.0,1059.0,72.419,34.17
6379,-118.05,388900.0,455.0,45.0,2535.0,1,437.0,1036.0,50.482,34.17
6380,-118.04,265700.0,401.0,52.0,1885.0,1,373.0,764.0,40.385,34.17
6381,-118.04,455400.0,532.0,37.0,3134.0,1,508.0,1220.0,52.865,34.18
6382,-118.04,350700.0,249.0,38.0,1594.0,1,247.0,633.0,59.582,34.16
6383,-118.05,376800.0,732.0,36.0,3908.0,1,725.0,1688.0,45.625,34.16
6384,-118.05,278600.0,713.0,41.0,3320.0,1,659.0,1236.0,35.694,34.16
6385,-118.06,286500.0,298.0,46.0,1467.0,1,267.0,816.0,36.705,34.16
6386,-118.06,362500.0,419.0,34.0,2297.0,1,412.0,909.0,48.214,34.16
6387,-118.07,330000.0,671.0,35.0,3585.0,1,623.0,1401.0,4.125,34.16
6388,-118.03,484700.0,218.0,36.0,1401.0,1,225.0,667.0,71.615,34.16
6389,-118.03,500001.0,366.0,39.0,2731.0,1,338.0,1034.0,98.098,34.16
6390,-118.05,500001.0,665.0,32.0,5131.0,1,622.0,1877.0,82.00399999999999,34.15
6391,-118.06,500001.0,226.0,37.0,1980.0,1,226.0,697.0,150.001,34.15
6392,-118.05,500001.0,295.0,39.0,2125.0,1,303.0,862.0,89.728,34.14
6393,-118.06,391500.0,918.0,40.0,4307.0,1,845.0,1769.0,36.341,34.13
6394,-118.06,437300.0,379.0,42.0,2461.0,1,360.0,1179.0,70.315,34.14
6395,-118.06,500001.0,379.0,40.0,2662.0,1,387.0,1151.0,84.889,34.14
6396,-118.03,352200.0,250.0,44.0,1446.0,1,243.0,721.0,47.308,34.14
6397,-118.04,276200.0,643.0,22.0,3359.0,1,588.0,1227.0,4.645,34.13
6398,-118.04,377200.0,311.0,34.0,1523.0,1,295.0,676.0,33.621,34.15
6399,-118.04,500001.0,31.0,35.0,249.0,1,29.0,268.0,150.001,34.13
6400,-118.05,218300.0,729.0,23.0,3264.0,1,668.0,1475.0,3.735,34.13
6401,-118.06,227300.0,2873.0,28.0,12139.0,1,2731.0,5359.0,3.292,34.13
6402,-118.02,252800.0,257.0,34.0,1077.0,1,199.0,478.0,26.316,34.14
6403,-118.02,273600.0,718.0,32.0,3308.0,1,667.0,1803.0,39.464,34.13
6404,-118.03,242600.0,1117.0,31.0,4353.0,1,1037.0,2338.0,30.726999999999997,34.14
6405,-118.01,365900.0,217.0,36.0,1332.0,1,203.0,648.0,47.159,34.13
6406,-118.02,430900.0,458.0,33.0,2874.0,1,431.0,1239.0,52.32899999999999,34.13
6407,-118.02,429000.0,319.0,34.0,1966.0,1,297.0,980.0,77.307,34.13
6408,-118.03,445700.0,373.0,33.0,2352.0,1,359.0,995.0,49.583,34.13
6409,-118.02,366000.0,360.0,37.0,2250.0,1,329.0,989.0,61.536,34.12
6410,-118.02,414800.0,458.0,35.0,2454.0,1,435.0,1110.0,38.029,34.11
6411,-118.02,395100.0,246.0,36.0,1471.0,1,230.0,751.0,54.555,34.12
6412,-118.02,408500.0,288.0,38.0,1778.0,1,281.0,870.0,65.78399999999999,34.12
6413,-118.03,437400.0,460.0,34.0,2837.0,1,458.0,1344.0,65.722,34.11
6414,-118.01,161700.0,831.0,20.0,3350.0,1,744.0,1816.0,28.351999999999997,34.14
6415,-118.01,187300.0,754.0,23.0,3425.0,1,729.0,2202.0,3.52,34.14
6416,-118.02,222800.0,1578.0,31.0,6854.0,1,1524.0,4131.0,35.878,34.14
6417,-117.99,185600.0,611.0,44.0,2492.0,1,596.0,1951.0,31.304000000000002,34.15
6418,-118.0,178300.0,633.0,43.0,2583.0,1,617.0,1544.0,25.416999999999998,34.15
6419,-118.01,184100.0,1579.0,32.0,6597.0,1,1459.0,3689.0,32.376999999999995,34.15
6420,-117.98,235200.0,1289.0,27.0,6341.0,1,1192.0,2899.0,36.336,34.14
6421,-117.99,153000.0,538.0,30.0,2346.0,1,474.0,1988.0,25.625,34.14
6422,-118.0,167000.0,520.0,24.0,2584.0,1,503.0,1869.0,32.841,34.13
6423,-118.0,178100.0,431.0,31.0,1298.0,1,425.0,1131.0,10.548,34.14
6424,-118.0,166900.0,303.0,39.0,1302.0,1,291.0,800.0,32.723,34.14
6425,-118.0,158100.0,224.0,35.0,1005.0,1,221.0,742.0,35.481,34.13
6426,-117.99,129400.0,371.0,37.0,1568.0,1,350.0,1618.0,29.605,34.13
6427,-117.99,130100.0,331.0,37.0,1527.0,1,324.0,1504.0,32.857,34.12
6428,-117.99,139200.0,231.0,35.0,1040.0,1,242.0,1040.0,25.395,34.12
6429,-118.0,175000.0,325.0,37.0,1340.0,1,333.0,928.0,39.219,34.12
6430,-118.0,173800.0,170.0,42.0,870.0,1,164.0,546.0,4.625,34.12
6431,-118.01,212300.0,671.0,38.0,3374.0,1,640.0,1906.0,40.729,34.13
6432,-118.01,214800.0,207.0,43.0,1185.0,1,198.0,657.0,45.49100000000001,34.12
6433,-118.01,278400.0,332.0,32.0,1937.0,1,340.0,922.0,3.94,34.12
6434,-118.01,212200.0,536.0,32.0,1978.0,1,470.0,826.0,25.114,34.11
6435,-118.01,211600.0,345.0,43.0,1858.0,1,329.0,1054.0,35.625,34.11
6436,-118.01,212200.0,320.0,36.0,1722.0,1,322.0,794.0,42.132,34.11
6437,-118.02,233700.0,361.0,36.0,1928.0,1,368.0,1008.0,4.7330000000000005,34.1
6438,-118.02,226000.0,80.0,36.0,452.0,1,83.0,248.0,19.688,34.1
6439,-118.02,219000.0,280.0,39.0,1504.0,1,261.0,718.0,4.625,34.11
6440,-118.03,233600.0,416.0,38.0,2301.0,1,398.0,1079.0,44.236000000000004,34.1
6441,-118.03,201700.0,634.0,30.0,2773.0,1,540.0,1376.0,27.857,34.1
6442,-118.03,223900.0,539.0,31.0,2647.0,1,520.0,1473.0,3.94,34.1
6443,-118.03,233100.0,609.0,32.0,2668.0,1,541.0,1512.0,29.421999999999997,34.1
6444,-118.03,416900.0,361.0,38.0,2076.0,1,332.0,988.0,59.175,34.11
6445,-118.04,447100.0,120.0,44.0,773.0,1,121.0,405.0,5.0,34.11
6446,-118.04,500001.0,177.0,37.0,1275.0,1,174.0,598.0,71.885,34.11
6447,-118.05,426500.0,627.0,42.0,3677.0,1,622.0,1779.0,51.50899999999999,34.11
6448,-118.04,430200.0,382.0,39.0,2485.0,1,342.0,1072.0,60.878,34.13
6449,-118.04,445200.0,380.0,39.0,2522.0,1,357.0,1113.0,52.248999999999995,34.12
6450,-118.04,500001.0,288.0,44.0,2007.0,1,307.0,921.0,65.98899999999999,34.12
6451,-118.04,500001.0,318.0,30.0,2170.0,1,309.0,984.0,56.916000000000004,34.12
6452,-118.05,476700.0,959.0,20.0,5218.0,1,850.0,2302.0,3.55,34.12
6453,-118.06,248100.0,848.0,25.0,3891.0,1,759.0,1848.0,36.639,34.12
6454,-118.06,271500.0,558.0,34.0,2941.0,1,576.0,1660.0,45.667,34.12
6455,-118.06,275400.0,369.0,35.0,2053.0,1,375.0,1044.0,41.875,34.12
6456,-118.05,272400.0,304.0,48.0,1410.0,1,274.0,677.0,32.596,34.11
6457,-118.06,239500.0,485.0,36.0,2178.0,1,412.0,914.0,27.656,34.11
6458,-118.06,248700.0,547.0,39.0,2603.0,1,487.0,1196.0,30.854,34.11
6459,-118.04,273800.0,412.0,39.0,2302.0,1,406.0,1590.0,48.016999999999996,34.1
6460,-118.05,272600.0,318.0,36.0,1606.0,1,294.0,889.0,47.931000000000004,34.1
6461,-118.06,257100.0,636.0,38.0,3229.0,0,609.0,1599.0,38.646,34.1
6462,-118.06,283600.0,313.0,42.0,1576.0,0,282.0,697.0,43.523,34.1
6463,-118.06,256700.0,355.0,43.0,1833.0,0,334.0,786.0,35.760999999999996,34.1
6464,-118.06,260100.0,442.0,38.0,2438.0,0,461.0,1308.0,36.995,34.1
6465,-118.04,235300.0,451.0,38.0,2317.0,1,426.0,1155.0,41.488,34.1
6466,-118.04,248900.0,461.0,34.0,2597.0,1,470.0,1542.0,46.211000000000006,34.09
6467,-118.05,252200.0,427.0,30.0,2143.0,1,416.0,1107.0,42.321000000000005,34.1
6468,-118.05,274300.0,404.0,42.0,2065.0,1,402.0,1313.0,40.179,34.1
6469,-118.06,262500.0,388.0,38.0,2036.0,0,371.0,1096.0,40.625,34.09
6470,-118.06,265900.0,330.0,38.0,1960.0,0,308.0,874.0,48.593999999999994,34.1
6471,-118.06,258100.0,238.0,36.0,1239.0,0,237.0,717.0,3.2439999999999998,34.09
6472,-118.06,251600.0,389.0,40.0,1975.0,0,378.0,1116.0,42.898,34.09
6473,-118.07,198100.0,370.0,40.0,1745.0,0,357.0,1293.0,25.474,34.09
6474,-118.07,202400.0,267.0,35.0,1224.0,0,276.0,887.0,40.986999999999995,34.09
6475,-118.08,208800.0,578.0,33.0,2557.0,0,530.0,1715.0,29.195999999999998,34.09
6476,-118.08,207200.0,457.0,34.0,1823.0,0,401.0,1485.0,37.222,34.09
6477,-118.08,206800.0,718.0,32.0,3214.0,0,751.0,2316.0,37.066,34.09
6478,-118.04,183000.0,388.0,34.0,2001.0,1,397.0,1461.0,38.304,34.09
6479,-118.04,173300.0,258.0,35.0,1148.0,0,253.0,975.0,4.037,34.08
6480,-118.04,186000.0,334.0,32.0,1339.0,1,349.0,817.0,28.333000000000002,34.09
6481,-118.05,146400.0,135.0,23.0,602.0,0,123.0,409.0,35.268,34.09
6482,-118.02,191800.0,399.0,32.0,1747.0,1,402.0,1199.0,34.286,34.09
6483,-118.02,175200.0,667.0,29.0,2741.0,1,677.0,2449.0,36.944,34.08
6484,-118.02,170000.0,514.0,24.0,2080.0,1,478.0,1976.0,26.916999999999998,34.09
6485,-118.03,180900.0,338.0,29.0,1219.0,1,323.0,1152.0,28.029,34.09
6486,-118.03,169600.0,484.0,32.0,1780.0,1,454.0,1732.0,24.464000000000002,34.08
6487,-118.0,176300.0,460.0,34.0,2249.0,1,441.0,1544.0,34.005,34.1
6488,-118.01,179200.0,747.0,29.0,3402.0,1,690.0,2331.0,36.094,34.09
6489,-118.01,181400.0,542.0,27.0,2424.0,1,557.0,1713.0,38.085,34.1
6490,-118.01,166300.0,412.0,35.0,2120.0,1,405.0,1375.0,34.609,34.1
6491,-118.0,195300.0,401.0,29.0,2003.0,1,364.0,1520.0,3.9939999999999998,34.08
6492,-118.01,166300.0,522.0,30.0,2281.0,1,500.0,1969.0,36.531,34.08
6493,-118.02,175900.0,631.0,28.0,2769.0,1,581.0,2452.0,26.070999999999998,34.08
6494,-118.01,173600.0,358.0,35.0,1852.0,1,347.0,1414.0,4.275,34.08
6495,-118.01,181700.0,361.0,32.0,1613.0,1,404.0,1283.0,31.944000000000003,34.09
6496,-118.0,185100.0,318.0,23.0,1627.0,1,289.0,1279.0,46.467,34.08
6497,-118.02,164200.0,632.0,31.0,2402.0,1,603.0,2830.0,23.333000000000002,34.08
6498,-118.03,159200.0,179.0,37.0,775.0,1,183.0,726.0,3.25,34.08
6499,-118.03,162800.0,373.0,42.0,1597.0,1,352.0,1311.0,29.688000000000002,34.08
6500,-118.04,131300.0,59.0,52.0,177.0,0,75.0,269.0,23.611,34.07
6501,-118.05,138800.0,154.0,34.0,572.0,0,182.0,752.0,20.433,34.08
6502,-118.05,143500.0,1422.0,25.0,4909.0,0,1293.0,4983.0,27.254,34.08
6503,-118.05,159200.0,427.0,30.0,1572.0,0,428.0,1857.0,24.914,34.08
6504,-118.06,180500.0,205.0,37.0,778.0,0,198.0,850.0,25.119,34.08
6505,-118.06,189100.0,260.0,34.0,1197.0,0,245.0,942.0,34.202,34.08
6506,-118.06,201500.0,402.0,42.0,1988.0,0,402.0,1239.0,32.569,34.08
6507,-118.07,211900.0,553.0,38.0,2462.0,0,538.0,1843.0,32.312,34.08
6508,-118.07,207100.0,393.0,19.0,1554.0,0,370.0,1427.0,3.125,34.07
6509,-118.07,214600.0,252.0,37.0,1210.0,0,243.0,733.0,2.806,34.08
6510,-118.05,183100.0,1075.0,32.0,4492.0,0,1035.0,4119.0,32.373000000000005,34.07
6511,-118.06,184400.0,674.0,30.0,2308.0,0,691.0,3034.0,23.929000000000002,34.07
6512,-118.03,152000.0,269.0,37.0,1091.0,0,242.0,905.0,31.041999999999998,34.07
6513,-118.03,162100.0,305.0,36.0,1018.0,0,292.0,1307.0,21.453000000000003,34.06
6514,-118.04,174000.0,315.0,39.0,1382.0,0,308.0,1090.0,38.125,34.07
6515,-118.04,173100.0,649.0,39.0,2451.0,0,648.0,2536.0,23.098000000000003,34.07
6516,-118.01,182600.0,1572.0,22.0,6311.0,1,1456.0,6666.0,29.334,34.07
6517,-118.01,155400.0,153.0,26.0,557.0,1,196.0,455.0,27.721,34.06
6518,-118.01,166800.0,1485.0,24.0,5684.0,1,1481.0,6626.0,22.559,34.07
6519,-118.02,156300.0,959.0,21.0,3245.0,1,887.0,3528.0,23.236,34.07
6520,-118.03,170600.0,389.0,31.0,1513.0,0,364.0,1396.0,24.706,34.06
6521,-118.03,135200.0,834.0,24.0,2343.0,0,824.0,3537.0,21.094,34.06
6522,-118.03,157800.0,783.0,27.0,2510.0,0,726.0,3481.0,24.875,34.06
6523,-118.04,153400.0,295.0,31.0,957.0,0,287.0,1300.0,21.383000000000003,34.06
6524,-118.04,154200.0,551.0,30.0,2019.0,0,484.0,2481.0,31.875,34.06
6525,-118.04,176100.0,245.0,39.0,1258.0,0,228.0,988.0,32.132,34.06
6526,-118.05,174500.0,654.0,32.0,2286.0,0,655.0,2991.0,21.781,34.06
6527,-118.05,162500.0,164.0,45.0,531.0,0,166.0,722.0,21.406,34.06
6528,-118.05,142000.0,291.0,25.0,1022.0,0,297.0,1570.0,3.023,34.06
6529,-118.06,173900.0,625.0,28.0,2127.0,0,620.0,3160.0,25.763,34.06
6530,-118.06,165900.0,605.0,28.0,1778.0,0,574.0,2184.0,19.189,34.06
6531,-118.07,199300.0,284.0,31.0,1370.0,0,277.0,1062.0,35.156,34.07
6532,-118.08,205500.0,975.0,32.0,4089.0,0,955.0,3775.0,3.29,34.07
6533,-118.07,168600.0,718.0,34.0,2873.0,0,699.0,2758.0,25.985,34.06
6534,-118.04,156800.0,273.0,32.0,1252.0,0,263.0,1337.0,26.579,34.05
6535,-118.05,162200.0,202.0,36.0,1084.0,0,199.0,920.0,37.279,34.05
6536,-118.06,160300.0,363.0,28.0,1516.0,0,344.0,1011.0,26.288,34.04
6537,-118.03,151400.0,731.0,24.0,2469.0,0,712.0,3818.0,25.445,34.06
6538,-118.04,137500.0,230.0,34.0,1058.0,0,229.0,1043.0,30.535999999999998,34.05
6539,-118.04,160600.0,363.0,35.0,1734.0,0,344.0,1527.0,3.0,34.04
6540,-118.04,165100.0,323.0,32.0,1619.0,0,342.0,1492.0,3.5,34.04
6541,-118.05,161200.0,538.0,33.0,1348.0,0,257.0,1098.0,42.917,34.04
6542,-118.06,175000.0,7.0,36.0,21.0,0,9.0,21.0,2.375,34.03
6543,-118.02,173800.0,970.0,26.0,2929.0,0,817.0,3792.0,22.576999999999998,34.06
6544,-118.02,156300.0,513.0,34.0,1610.0,0,508.0,2050.0,25.561999999999998,34.05
6545,-118.03,157500.0,317.0,36.0,1359.0,0,370.0,1557.0,27.955,34.05
6546,-118.03,142300.0,331.0,36.0,1345.0,0,309.0,1511.0,35.129,34.05
6547,-118.01,161700.0,355.0,31.0,1135.0,0,368.0,1717.0,21.601999999999997,34.05
6548,-118.02,167000.0,255.0,28.0,991.0,0,265.0,1145.0,23.611,34.05
6549,-118.02,165800.0,627.0,33.0,2464.0,0,568.0,2932.0,30.625,34.05
6550,-118.02,158100.0,1449.0,28.0,6175.0,0,1408.0,5041.0,28.820999999999998,34.04
6551,-118.09,500001.0,409.0,34.0,3113.0,1,418.0,1139.0,102.289,34.18
6552,-118.07,454800.0,597.0,34.0,4062.0,1,566.0,1525.0,78.58800000000001,34.17
6553,-118.07,326100.0,394.0,36.0,2415.0,1,413.0,1215.0,55.418,34.17
6554,-118.07,326000.0,373.0,35.0,2142.0,1,374.0,986.0,57.051,34.17
6555,-118.1,450000.0,336.0,39.0,2321.0,1,339.0,880.0,77.108,34.18
6556,-118.11,483300.0,186.0,50.0,1430.0,1,201.0,620.0,9.532,34.19
6557,-118.12,444100.0,299.0,52.0,2405.0,1,319.0,970.0,87.835,34.19
6558,-118.11,359400.0,725.0,36.0,4915.0,1,700.0,1897.0,6.827000000000001,34.2
6559,-118.13,295500.0,427.0,46.0,2676.0,1,395.0,1022.0,64.288,34.2
6560,-118.13,303900.0,425.0,48.0,2539.0,1,364.0,930.0,47.269,34.19
6561,-118.13,274100.0,235.0,36.0,1449.0,1,210.0,621.0,61.824,34.21
6562,-118.13,234000.0,206.0,45.0,1213.0,1,231.0,529.0,56.629,34.2
6563,-118.13,240200.0,236.0,46.0,1271.0,1,210.0,573.0,49.312,34.2
6564,-118.13,242200.0,365.0,43.0,1621.0,1,329.0,1015.0,2.92,34.19
6565,-118.14,201000.0,619.0,45.0,3595.0,1,607.0,1686.0,4.73,34.19
6566,-118.14,207400.0,426.0,39.0,2569.0,1,432.0,1282.0,50.953,34.2
6567,-118.15,210300.0,361.0,37.0,1997.0,1,363.0,1037.0,37.931999999999995,34.2
6568,-118.15,182100.0,306.0,52.0,1786.0,1,322.0,1018.0,41.518,34.2
6569,-118.15,184200.0,261.0,46.0,1505.0,1,269.0,857.0,4.5,34.2
6570,-118.15,238900.0,515.0,34.0,2765.0,1,438.0,1422.0,54.727,34.21
6571,-118.15,161600.0,360.0,48.0,1854.0,0,382.0,1126.0,32.216,34.19
