"X","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","dbscan","kmeans","som"
2905,-119.03,91800,394,38,2122,1,410,843,3,35.38,3,5,1
2906,-119.03,147100,290,52,1695,1,260,540,27.312,35.38,3,5,1
2907,-119.03,126600,367,52,1503,1,277,554,16.786,35.37,3,5,1
2908,-119.04,82700,310,44,1618,1,300,667,2.875,35.37,3,5,1
2909,-119.03,118700,764,28,4513,1,763,1593,29.821,35.39,3,2,1
2910,-119.04,66900,414,36,1942,1,411,1051,18.362,35.36,3,5,1
2911,-119.05,84700,800,30,4635,1,754,2307,36.548,35.36,3,2,1
2912,-119.05,118400,1049,16,4507,1,959,2261,33.261,35.36,3,2,2
2913,-119.07,110700,894,19,5254,1,831,2155,46.705,35.36,3,2,2
2914,-119.08,123400,1116,12,6442,1,1092,2966,45.791,35.36,3,2,2
2915,-119.06,95200,234,9,1228,1,212,409,43.482,35.36,3,5,1
2916,-119.03,72300,483,42,2508,1,442,1035,26.513,35.37,3,5,1
2917,-119.03,81300,363,41,1944,1,388,977,39.097,35.36,3,5,1
2918,-119.04,69500,312,40,1533,1,306,771,30.435,35.36,3,5,1
2919,-119.04,75300,338,46,1637,1,297,714,21.818,35.37,3,5,1
2920,-119.02,61600,620,44,2687,1,549,1521,17.213,35.37,3,5,1
2921,-119.02,70000,396,48,1833,1,363,947,22.827,35.36,3,5,1
2922,-119.02,73700,340,47,1631,1,315,847,25.062,35.36,3,5,1
2923,-119.03,76800,594,41,2551,1,595,1342,19.671,35.36,3,5,1
2924,-119.01,57800,380,38,1702,1,366,1191,18.801,35.37,3,5,1
2925,-119.01,60700,388,38,1838,1,373,1203,16.797,35.36,3,5,1
2926,-119.01,57000,626,36,2658,1,529,1490,12.157,35.36,3,5,1
2927,-119.01,51600,484,24,1941,1,435,1277,1.056,35.36,3,5,1
2928,-119.01,46700,181,33,821,1,172,579,12.469,35.37,3,5,1
2929,-119,43600,227,40,850,1,186,764,0.9407,35.36,3,5,1
2930,-119,42500,217,39,896,1,197,805,1.25,35.36,3,5,1
2931,-119,48700,277,35,1164,1,284,992,14.015,35.35,3,5,1
2932,-119,48600,280,35,1021,1,239,1258,17.375,35.36,3,5,1
2933,-118.98,47100,398,36,1562,1,329,1223,0.9675,35.37,3,5,1
2934,-118.98,49400,266,29,1244,1,227,933,16.981,35.36,3,5,1
2935,-118.98,42700,338,15,1482,1,279,1059,12.617,35.36,3,5,1
2936,-118.99,47800,354,18,1524,1,344,1210,11.136,35.36,3,5,1
2937,-118.99,49300,359,31,1498,1,340,1168,12.232,35.36,3,5,1
2938,-118.94,76200,512,19,2714,1,500,1823,31.281,35.36,3,5,1
2939,-118.95,54700,508,30,2294,1,482,1753,21.078,35.36,3,5,1
2940,-118.96,53400,259,32,1025,1,236,874,19.612,35.37,3,5,1
2941,-118.96,54000,497,35,2285,1,480,1738,24.848,35.36,3,5,1
2942,-118.97,48900,333,34,1379,1,315,1156,17.197,35.37,3,5,1
2943,-118.97,46700,306,31,1418,1,312,1219,15.743,35.36,3,5,1
2944,-118.95,78700,608,29,3480,1,541,2007,32.738,35.32,3,5,1
2945,-118.98,33200,131,21,496,1,124,511,17.614,35.35,3,5,1
2946,-118.99,49800,355,27,1615,1,332,1380,16.632,35.35,3,5,1
2947,-118.99,52900,367,36,1590,1,390,1311,16.786,35.33,3,5,1
2948,-118.99,36600,199,26,875,1,204,567,0.9288,35.32,3,5,1
2949,-119,62100,716,31,2931,1,588,1969,22.155,35.35,3,5,1
2950,-118.99,45600,317,32,1293,1,286,1109,11.786,35.35,3,5,1
2951,-119.01,58000,325,34,1354,1,304,922,21.875,35.35,3,5,1
2952,-119.01,63700,343,44,1730,1,278,782,30.208,35.34,3,5,1
2953,-119.02,63300,251,42,1239,1,272,776,1.983,35.35,3,5,1
2954,-119.01,57900,149,39,598,1,132,366,19.125,35.35,3,5,1
2955,-119.02,76000,305,38,1472,1,282,670,22.407,35.35,3,5,1
2956,-119.02,65800,294,38,1463,1,295,692,23.125,35.34,3,5,1
2957,-119.03,71900,645,36,3474,1,616,1679,27.256,35.34,3,5,1
2958,-119.03,73700,294,34,1441,1,275,695,26.875,35.35,3,5,1
2959,-119.04,73000,336,31,1607,1,307,817,25.644,35.35,3,5,1
2960,-119.04,85000,897,27,4590,1,894,2212,31.753,35.35,3,2,1
2961,-119.06,69900,2139,20,9351,1,1953,4584,2.575,35.35,0,4,3
2962,-119.05,175000,984,14,3580,1,912,1933,26.637,35.34,3,2,1
2963,-119.05,87200,2685,18,12707,1,2552,7009,29.438,35.33,0,4,3
2964,-119.05,106200,437,17,2387,1,423,1204,40.529,35.34,3,5,1
2965,-119.07,86200,865,24,4119,1,879,1294,24.123,35.35,3,2,1
2966,-119.07,134100,786,16,4201,1,724,1667,48.839,35.34,3,2,1
2967,-119.12,103400,1489,4,8574,1,1444,4250,51.036,35.33,0,2,2
2968,-119.1,131000,1071,5,4597,1,870,1916,40.327,35.35,3,2,2
2969,-119.08,245800,512,18,4070,1,540,1580,105.941,35.34,0,3,1
2970,-119.08,176300,129,20,892,1,135,331,71.837,35.35,0,3,1
2971,-119.09,224100,256,14,2113,1,265,842,85.325,35.35,0,3,1
2972,-119.08,118500,238,16,1535,1,236,768,54.449,35.34,3,5,1
2973,-119.08,130100,235,15,1474,1,238,768,41.528,35.34,3,5,1
2974,-119.1,170300,898,4,6640,1,902,3121,6.759,35.33,0,2,2
2975,-119.08,106300,2141,8,11609,1,2100,5696,50.012,35.32,0,4,3
2976,-119.09,142900,1148,9,7085,1,1052,3084,4.997,35.33,0,2,2
2977,-119.06,70700,746,15,3944,1,757,2355,3.569,35.32,3,2,1
2978,-119.07,100700,1901,13,9027,1,1797,4870,3.406,35.33,0,2,2
2979,-119.06,82800,1064,14,5264,1,1049,3278,38.117,35.33,0,2,2
2980,-119.02,71400,510,34,2861,1,486,1375,34.286,35.34,3,5,1
2981,-119.02,84700,826,26,3691,1,827,2072,21.553,35.33,3,2,1
2982,-119.03,84700,698,21,3057,1,680,1627,27.083,35.33,3,5,1
2983,-119.03,68500,436,34,2221,1,408,1131,30.486,35.34,3,5,1
2984,-119.01,46700,219,36,973,1,187,613,15.625,35.34,3,5,1
2985,-119.01,39400,255,42,1120,1,213,677,15.429,35.33,3,5,1
2986,-119,53800,221,35,991,1,207,620,19.417,35.33,3,5,1
2987,-119.01,63700,628,32,3068,1,607,1897,24.234,35.33,3,5,1
2988,-119.02,65800,412,35,2053,1,387,1193,2.75,35.33,3,5,1
2989,-119.02,56500,390,35,1650,1,343,1145,15.357,35.34,3,5,1
2990,-118.99,59500,405,35,1576,1,282,870,16.575,35.32,3,5,1
2991,-118.99,56200,434,33,2248,1,405,1461,29.402,35.3,3,5,1
2992,-119,53300,275,37,1337,1,273,767,16.522,35.31,3,5,1
2993,-119.09,109800,519,3,2821,1,495,1353,36.852,35.3,3,5,1
2994,-119.04,50000,11,20,37,1,8,34,1.2,35.32,3,5,1
2995,-119.05,93600,1455,11,7035,1,1387,3525,34.827,35.32,0,2,2
2996,-119.04,92700,371,11,2161,1,388,1267,41.957,35.31,3,5,1
2997,-119.03,100200,549,12,2721,1,523,1294,25.575,35.32,3,5,1
2998,-119.02,82600,588,14,2927,1,561,1821,33.529,35.32,3,5,1
2999,-119.05,88200,1994,9,10822,1,1906,6241,40.631,35.3,0,4,3
3000,-119.03,102900,146,10,829,1,173,447,41.484,35.3,3,5,1
3001,-119.02,81600,1369,10,7397,1,1310,4611,36.369,35.3,0,2,2
3002,-119.01,70000,965,23,4870,1,928,2717,2.596,35.32,0,2,2
3003,-119.01,74800,1517,19,7092,1,1436,4101,21.006,35.31,0,2,2
3004,-119.01,80900,1597,7,8596,1,1520,4893,39.054,35.3,0,2,2
3005,-119.07,97900,635,25,3081,1,591,1830,25.804,35.27,3,5,1
3006,-119.13,118200,1003,5,6268,1,980,3269,51.457,35.22,3,2,2
3007,-119.01,65000,16,6,80,1,21,66,3.125,35.24,3,5,1
3008,-119.01,77500,1453,10,7011,1,1307,4163,27.659,35.28,0,2,2
3009,-118.99,91700,59,40,282,1,71,213,2.35,35.24,3,5,1
3010,-118.99,150000,102,32,444,1,87,242,11.528,35.27,3,5,1
3011,-118.93,113900,168,24,806,1,136,323,3.5,34.82,3,5,1
3012,-118.95,116500,762,18,3278,1,550,1338,29.891,34.83,3,5,1
3013,-118.95,123500,604,30,2817,1,412,1089,31.364,34.81,3,5,1
3014,-119.15,168400,1600,6,8733,1,736,2006,45.724,34.83,0,2,2
3015,-119.16,148200,787,14,4054,1,579,1581,30.882,34.95,3,2,1
3016,-118.93,128300,111,8,508,1,84,229,40.332,34.82,3,5,1
3017,-119.4,52100,458,21,2213,1,440,1250,29.187,35.06,3,5,1
3018,-119.45,30000,183,45,973,1,177,500,26.389,35.07,3,5,1
3019,-119.42,68200,172,26,890,1,170,483,4.15,35.19,3,5,1
3020,-119.5,57900,696,23,3827,1,617,1993,30.742,35.27,3,5,1
3021,-119.48,37500,20,36,116,1,18,39,3.125,35.17,3,5,1
3022,-119.45,52900,696,34,3437,1,608,1783,23.912,35.16,3,5,1
3023,-119.46,50800,812,40,4164,1,773,1998,28.323,35.17,3,5,1
3024,-119.46,45800,538,30,2943,1,584,1565,25.313,35.14,3,5,1
3025,-119.47,88300,690,19,4190,1,702,1973,39.929,35.14,3,2,1
3026,-119.45,75400,964,33,5050,1,919,2293,31.592,35.15,3,2,2
3027,-119.45,26600,309,34,1440,1,294,808,23.013,35.13,3,5,1
3028,-119.46,26900,543,46,2745,1,482,1423,21.955,35.13,3,5,1
3029,-119.47,63800,877,44,4599,1,831,2140,29.952,35.13,3,2,1
3030,-119.47,69800,421,32,2167,1,394,1301,19.718,35.4,3,5,1
3031,-119.42,104700,480,24,2585,1,424,1442,28.452,35.4,3,5,1
3032,-119.12,96900,941,12,5589,1,917,3018,44.561,35.41,3,2,2
3033,-119.11,88900,176,22,984,1,170,451,3.25,35.39,3,5,1
3034,-119.12,94300,202,13,1264,1,187,552,45.903,35.39,3,5,1
3035,-119.19,149000,471,12,2835,1,413,1399,44.125,35.41,3,5,1
3036,-119.2,157300,1095,6,7383,1,1059,3415,53.119,35.37,3,2,2
3037,-119.12,121000,269,18,1521,1,279,706,44.196,35.38,3,5,1
3038,-119.11,82800,394,37,2044,1,359,894,29.453,35.38,3,5,1
3039,-119.12,146200,713,13,4527,1,671,2170,48.266,35.37,3,2,1
3040,-119.18,110400,259,36,1253,1,249,932,21.635,35.5,3,5,1
3041,-119.28,37500,194,36,786,1,134,573,22.321,35.52,3,5,1
3042,-119.27,65400,572,39,2649,1,547,1815,23.533,35.49,3,5,1
3043,-119.26,78600,409,38,2536,1,430,1133,42.375,35.5,3,5,1
3044,-119.27,61100,329,34,1367,1,319,796,28.269,35.5,3,5,1
3045,-119.27,95800,179,28,1089,1,190,544,32.279,35.51,3,5,1
3046,-119.28,65800,379,34,1923,1,351,1101,24.044,35.5,3,5,1
3047,-119.28,58600,782,28,3107,1,738,3260,16.944,35.5,3,2,1
3048,-119.27,52100,483,21,2171,1,450,1315,17.105,35.5,3,5,1
3049,-119.38,64600,437,34,2304,1,403,1506,22.071,35.49,3,5,1
3050,-119.34,58800,309,16,1584,1,268,1011,24.961,35.6,3,5,1
3051,-119.36,125000,84,29,510,1,73,236,2.7,35.55,3,5,1
3052,-119.35,63200,362,13,1657,1,376,1186,11.903,35.58,3,5,1
3053,-119.34,71900,654,33,3240,1,616,1809,23.934,35.59,3,5,1
3054,-119.34,59000,488,33,2143,1,509,1732,19.362,35.6,3,5,1
3055,-119.33,60500,683,32,2703,1,675,2682,14.619,35.6,3,5,1
3056,-119.35,71800,502,14,2719,1,457,1497,3.176,35.59,3,5,1
3057,-119.33,54100,691,20,3085,1,676,2645,17.868,35.59,3,2,1
3058,-119.69,47500,239,18,820,1,207,1345,21.186,35.62,3,5,1
3059,-119.77,80000,483,21,2403,1,415,1647,26.066,35.65,3,5,1
3060,-119.14,156300,137,30,735,1,113,421,25.625,35.76,3,5,1
3061,-119.29,59800,789,15,3938,1,768,3500,21.295,35.76,3,2,1
3062,-119.19,83300,220,29,1476,1,205,902,26.726,35.64,3,5,1
3063,-119.24,58500,398,21,1885,1,388,1539,25.208,35.68,3,5,1
3064,-119.22,55200,677,16,2874,1,651,3078,18.843,35.68,3,2,1
3065,-119.24,54700,750,32,3216,1,709,2639,20.025,35.67,3,5,1
3066,-119.25,59800,342,27,1513,1,323,1346,27.411,35.78,3,5,1
3067,-119.25,56500,378,35,1618,1,398,1449,16.786,35.77,3,5,1
3068,-119.25,57300,656,36,2332,1,610,2175,16.045,35.76,3,5,1
3069,-119.25,52100,443,36,1598,1,417,1658,1.517,35.75,3,5,1
3070,-119.25,62200,797,8,3271,1,688,2700,17.418,35.79,3,2,1
3071,-119.25,69900,386,35,1927,1,414,1371,22.981,35.78,3,5,1
3072,-119.23,67200,343,8,1612,1,330,1230,21.806,35.78,3,5,1
3073,-119.23,62100,606,31,2862,1,600,2467,23.125,35.79,3,5,1
3074,-119.24,67800,521,28,1737,1,514,1764,17.813,35.77,3,5,1
3075,-119.23,72500,635,36,3225,1,593,2034,24.044,35.77,3,5,1
3076,-119.23,68400,659,16,2275,1,614,1914,2.033,35.74,3,5,1
3077,-119.23,84000,468,26,2636,1,485,1416,41.917,35.77,3,5,1
3078,-118.92,216400,280,6,1755,1,254,664,62.885,35.47,3,3,1
3079,-119.01,82500,651,20,3458,1,621,1465,25.806,35.44,3,5,1
3080,-118.93,204200,237,13,1439,1,227,557,61.563,35.44,3,5,1
3081,-118.31,92300,642,18,2327,1,335,799,18.419,35.74,3,5,1
3082,-118.06,67500,403,15,1962,1,321,730,2.25,35.68,3,5,1
3083,-118.44,96000,700,23,3166,1,493,1097,26.288,35.75,3,5,1
3084,-118.47,81200,1075,18,4754,1,690,1366,20.694,35.72,3,2,1
3085,-118.5,101400,814,18,3303,1,522,986,15.957,35.7,3,5,1
3086,-118.59,90000,408,28,1491,1,48,98,14.205,35.72,3,5,1
3087,-118.87,94600,325,33,1504,1,223,584,34.792,35.65,3,5,1
3088,-118.23,59400,514,17,2354,1,380,775,18.369,35.48,3,5,1
3089,-118.33,72500,669,15,2966,1,465,1007,15.667,35.64,3,5,1
3090,-118.41,96900,1257,15,5907,1,1001,2310,23.125,35.63,0,2,2
3091,-118.45,75800,527,18,2304,1,390,782,14.141,35.62,3,5,1
3092,-118.47,68500,535,17,2248,1,427,927,13.023,35.64,3,5,1
3093,-118.48,67300,930,17,4002,1,731,1614,16.236,35.61,3,2,1
3094,-118.45,69700,1182,16,5396,1,807,1802,18.819,35.58,3,2,2
3095,-118.61,78400,601,13,2267,1,276,756,25.474,35.47,3,5,1
3096,-117.73,55000,594,35,2916,1,432,1870,3.625,35.73,3,5,1
3097,-117.66,42100,564,33,2579,1,431,1155,20.441,35.63,3,5,1
3098,-117.67,72000,589,18,2737,1,533,1128,2.8,35.65,3,5,1
3099,-117.68,81900,576,15,2701,1,513,1245,33.269,35.65,3,5,1
3100,-117.69,87500,276,5,1131,1,232,520,40.167,35.65,3,5,1
3101,-117.7,109400,416,8,2683,1,399,1154,58.625,35.64,3,5,1
3102,-117.68,95700,573,15,3253,1,586,1408,52.043,35.64,3,5,1
3103,-117.67,115700,342,6,2115,1,337,927,61.935,35.64,3,5,1
3104,-117.67,63500,787,32,3661,1,706,1613,30.687,35.63,3,5,1
3105,-117.68,105300,641,18,4334,1,661,1777,60.653,35.63,3,2,1
3106,-117.69,109000,482,5,3151,1,428,1335,55.773,35.63,3,5,1
3107,-117.7,71900,496,18,2657,1,483,1426,35.931,35.62,3,5,1
3108,-117.68,84500,832,9,4241,1,742,1929,35.988,35.61,3,2,2
3109,-117.68,102800,241,12,1678,1,281,765,60.532,35.6,3,5,1
3110,-117.7,70200,483,16,2678,1,487,1473,3.858,35.6,3,5,1
3111,-117.68,52400,741,30,2994,1,581,1481,21.458,35.62,3,5,1
3112,-117.64,83200,506,10,2656,1,501,1349,4.25,35.61,3,5,1
3113,-117.66,85700,1138,11,5897,1,1072,2728,4.15,35.62,0,2,2
3114,-117.66,87200,932,5,5735,1,862,2623,48.494,35.61,3,2,2
3115,-117.66,91700,391,14,1740,1,317,850,25.812,35.6,3,5,1
3116,-117.76,101300,372,12,2014,1,356,1027,39.261,35.63,3,5,1
3117,-117.68,142500,605,9,3811,1,568,1518,55.551,35.55,3,5,1
3118,-117.81,54300,290,19,1124,1,261,598,18.984,35.65,3,5,1
3119,-117.87,91800,449,13,2566,1,414,1181,41.518,35.73,3,5,1
3120,-117.84,98000,316,11,1751,1,296,765,50.762,35.54,3,5,1
3121,-117.74,81700,484,15,2357,1,442,1110,31.755,35.65,3,5,1
3122,-117.84,50800,486,28,1913,1,371,858,19.962,35.35,3,5,1
3123,-118,86500,425,21,1739,1,362,945,34.015,35.05,3,5,1
3124,-117.82,71800,510,30,2555,1,467,1347,33.693,35.03,3,5,1
3125,-117.76,275000,3,4,18,1,6,8,1.625,35.22,3,5,1
3126,-117.79,137500,2,4,2,1,2,6,2.375,35.21,3,5,1
3127,-118.01,68500,361,15,1926,1,316,917,33.889,35.12,3,5,1
3128,-117.98,81900,920,5,4849,1,847,2504,35.391,35.13,3,2,2
3129,-117.95,104400,502,4,2630,1,422,1150,4.25,35.13,3,5,1
3130,-117.95,141700,15,1,83,1,15,32,4.875,35.08,3,5,1
3131,-117.98,84500,166,4,923,1,135,352,45.724,35.1,3,5,1
3132,-117.99,87800,416,15,2180,1,370,960,2.875,35.16,3,5,1
3133,-118.27,91700,175,20,873,1,159,422,29.583,34.92,3,5,1
3134,-118.34,130000,1482,11,7353,1,1308,3571,28.097,34.86,3,2,2
3135,-117.68,54900,648,28,2969,1,570,1644,34.338,35.03,3,5,1
3136,-117.68,64400,307,33,1589,1,272,853,42.292,34.99,3,5,1
3137,-117.65,39800,316,36,1184,1,241,672,19.107,35,3,5,1
3138,-118.15,83500,1009,10,4597,1,821,2227,26.149,34.86,3,2,2
3139,-118.17,87900,293,9,1507,1,278,761,30.184,34.87,3,5,1
3140,-118.19,111100,389,2,2103,1,338,923,50.553,34.87,3,5,1
3141,-118.17,83300,540,21,2370,1,554,1488,27.361,34.86,3,5,1
3142,-118.15,73300,296,15,1069,1,263,569,20.441,35.06,3,5,1
3143,-118.16,68900,307,44,1297,1,278,776,25.875,35.05,3,5,1
3144,-118.19,83200,573,14,2992,1,526,1631,37.452,35.05,3,5,1
3145,-118.15,56800,368,29,1671,1,337,821,2.16,35.04,3,5,1
3146,-118.51,136800,727,7,4371,1,654,1932,4.625,35.16,3,2,1
3147,-118.66,162900,1692,7,9664,1,1370,3617,40.581,35.2,0,2,2
3148,-118.34,79000,605,10,2939,1,446,1167,23.917,35.27,3,5,1
3149,-118.48,115800,1657,4,8417,1,1468,4631,36.949,35.14,5,2,2
3150,-118.61,137200,646,6,3660,1,482,1243,34.911,35.08,3,5,1
3151,-118.61,120800,766,11,4031,1,564,1539,38.917,34.99,3,2,1
3152,-118.46,94900,640,19,3109,1,620,1457,26.417,35.13,3,5,1
3153,-118.46,85500,812,16,4084,1,668,2033,32.405,35.12,3,2,1
3154,-118.43,99800,376,8,1968,1,360,930,32.632,35.12,3,5,1
3155,-118.44,80000,290,34,1170,1,266,602,17.917,35.13,3,5,1
3156,-118.44,67900,447,21,1899,1,391,1133,18.636,35.13,3,5,1
3157,-118.91,82200,358,28,1793,1,351,1233,27.845,35.3,3,5,1
3158,-118.95,94500,214,24,1341,1,184,667,4,35.26,3,5,1
3159,-118.83,81300,217,33,1190,1,196,717,26.302,35.27,3,5,1
3160,-118.92,106300,262,29,1297,1,253,909,19.236,35.13,3,5,1
3161,-118.85,68000,352,26,1639,1,395,1222,17.656,35.23,3,5,1
3162,-118.82,53900,580,31,2358,1,574,2302,19.688,35.23,3,5,1
3163,-118.83,53500,484,17,1959,1,453,1763,21.357,35.2,3,5,1
3164,-118.82,57300,469,34,2185,1,455,1910,21.136,35.2,3,5,1
3165,-118.85,51200,678,17,2783,1,641,2566,19.907,35.2,3,5,1
3166,-118.91,61400,317,29,1401,1,306,1344,20.921,35.27,3,5,1
3167,-118.9,54600,1492,31,6145,1,1457,5666,19.066,35.26,0,2,2
3168,-118.92,63700,924,20,3815,1,920,3450,20.174,35.26,3,2,2
3169,-118.91,45500,753,29,2888,1,699,2949,17.716,35.24,3,5,1
3170,-119.69,75000,202,38,1016,1,187,540,22.885,36.41,3,1,1
3171,-119.57,94200,337,30,1860,1,347,1123,34.926,36.44,3,1,1
3172,-119.55,126300,339,26,1912,1,311,1002,30.375,36.37,3,1,1
3173,-119.69,103100,302,25,1688,1,277,879,33.214,36.38,3,1,1
3174,-119.78,1e+05,149,41,831,1,146,443,31.406,36.37,3,1,1
3175,-119.83,101400,269,25,1549,1,272,819,27.159,36.37,3,1,1
3176,-119.87,83900,265,26,1414,1,249,779,29.167,36.34,3,1,1
3177,-119.93,106300,1636,25,8363,1,1580,7679,20.285,36.32,0,4,3
3178,-119.79,75800,614,19,3252,1,607,1971,30.667,36.32,3,1,1
3179,-119.77,92500,618,14,3400,1,612,1867,39.926,36.32,3,1,1
3180,-119.78,126400,291,14,1287,1,269,737,31.667,36.31,3,1,1
3181,-119.77,69100,863,14,3677,1,785,2191,26.218,36.31,3,2,1
3182,-119.79,72300,1029,25,4984,1,961,2414,22.937,36.31,3,2,2
3183,-119.77,62000,471,24,2202,1,439,1052,21.038,36.3,3,1,1
3184,-119.78,66600,391,30,1846,1,352,1255,21.681,36.3,3,1,1
3185,-119.79,93100,277,16,1717,1,289,903,43.438,36.3,3,1,1
3186,-119.79,104200,227,6,1265,1,246,764,42.917,36.29,3,1,1
3187,-119.82,87500,193,18,942,1,174,424,20.673,36.32,3,1,1
3188,-119.78,112500,212,16,1006,1,200,515,32.386,36.33,3,1,1
3189,-119.78,100800,315,29,1871,1,309,1066,45.714,36.27,3,1,1
3190,-119.8,107500,84,7,479,1,103,327,51.728,36.29,3,1,1
3191,-119.81,56100,112,24,544,1,106,442,31.071,36.28,3,1,1
3192,-119.72,112500,214,33,1287,1,210,580,32.019,36.34,3,1,1
3193,-119.72,52600,221,40,1185,1,256,676,22.721,36.32,3,1,1
3194,-119.7,43500,244,40,1178,1,187,586,26.477,36.32,3,1,1
3195,-119.73,60200,433,20,2440,1,400,1579,28.281,36.31,3,1,1
3196,-119.7,62000,201,10,956,1,220,693,22.895,36.3,3,1,1
3197,-119.67,118800,164,10,1090,1,158,470,49.432,36.35,3,1,1
3198,-119.65,148000,783,4,3725,1,600,1478,35.486,36.37,3,2,1
3199,-119.65,107900,266,21,1745,1,292,837,43.911,36.35,3,1,1
3200,-119.65,85500,568,38,3148,1,537,1378,28.788,36.35,3,1,1
3201,-119.66,91900,374,15,1724,1,391,947,31.094,36.35,3,1,1
3202,-119.64,97400,340,13,2360,1,312,1055,52.134,36.36,3,1,1
3203,-119.64,90400,563,23,3182,1,585,1525,38.108,36.35,3,1,1
3204,-119.63,90600,343,4,1684,1,324,920,42.396,36.35,3,1,1
3205,-119.62,80300,734,10,3674,1,718,1864,26.145,36.35,3,2,1
3206,-119.64,70200,310,30,1765,1,298,746,28.125,36.35,3,1,1
3207,-119.63,71400,261,26,1463,1,219,699,35.536,36.34,3,1,1
3208,-119.63,67500,600,14,2928,1,559,1633,18.385,36.33,3,1,1
3209,-119.61,61500,284,32,1492,1,264,926,30.139,36.33,3,1,1
3210,-119.63,61000,287,36,1518,1,255,749,22.333,36.32,3,1,1
3211,-119.66,59700,276,32,1338,1,286,859,26.397,36.34,3,1,1
3212,-119.65,67200,337,46,1730,1,323,752,18.529,36.34,3,1,1
3213,-119.65,76100,357,47,1869,1,315,832,30.846,36.34,3,1,1
3214,-119.64,56700,670,32,2958,1,627,1504,18.606,36.34,3,1,1
3215,-119.64,51700,766,41,3095,1,721,1852,14.524,36.33,3,5,1
3216,-119.65,59100,257,52,1257,1,243,624,23.523,36.33,3,1,1
3217,-119.65,53800,268,47,1059,1,241,693,13.882,36.33,3,1,1
3218,-119.68,120800,121,26,592,1,116,268,17.596,36.32,3,1,1
3219,-119.67,81700,244,19,1241,1,237,850,29.375,36.33,3,1,1
3220,-119.66,92800,373,16,2048,1,388,1052,40.909,36.33,3,1,1
3221,-119.66,58100,409,10,1623,1,395,988,14.194,36.33,3,1,1
3222,-119.66,56800,568,24,2652,1,445,1532,23.256,36.32,3,1,1
3223,-119.68,54400,276,28,1325,1,240,873,25.833,36.32,3,1,1
3224,-119.68,60600,535,12,2739,1,498,1859,29.936,36.31,3,1,1
3225,-119.66,70500,202,18,1147,1,212,717,33.681,36.3,3,1,1
3226,-119.65,50400,314,11,1294,1,290,713,15.433,36.32,3,1,1
3227,-119.64,43100,523,32,2205,1,479,1772,13.569,36.32,3,5,1
3228,-119.65,53400,175,28,941,1,180,588,23.466,36.3,3,1,1
3229,-119.64,50100,314,27,1513,1,284,1071,15.909,36.31,3,1,1
3230,-119.61,46300,371,25,1847,1,353,1460,18.839,36.31,3,1,1
3231,-119.57,97400,452,20,2673,1,449,1394,2.625,36.27,3,5,1
3232,-119.69,94100,349,35,2011,1,300,970,2.395,36.25,3,1,1
3233,-119.63,1e+05,45,23,207,1,50,171,24.286,36.18,3,1,1
3234,-119.59,50000,159,32,752,1,155,524,2.25,36.11,3,5,1
3235,-119.57,53200,413,6,2015,1,319,992,23.889,36.09,3,5,1
3236,-119.58,46500,327,21,1382,1,355,1469,13.967,36.1,3,5,1
3237,-119.56,43800,78,29,424,1,73,284,15.313,36.1,3,5,1
3238,-119.56,50800,262,25,1093,1,252,893,2.13,36.1,3,5,1
3239,-119.56,64700,285,35,1648,1,265,792,32.847,36.09,3,5,1
3240,-119.56,52300,290,14,1267,1,279,1077,1.85,36.09,3,5,1
3241,-119.56,42100,189,37,766,1,190,639,16.607,36.08,3,5,1
3242,-119.58,61600,385,21,2004,1,398,1397,22.169,36.11,3,5,1
3243,-119.57,54800,400,16,1461,1,384,1201,15.727,36.1,3,5,1
3244,-119.57,68800,317,36,1729,1,278,737,35.313,36.1,3,5,1
3245,-119.57,60700,316,37,1676,1,274,707,20.595,36.1,3,5,1
3246,-119.74,61300,308,21,1548,1,306,1137,24.688,36.15,3,1,1
3247,-119.9,137500,38,43,187,1,40,106,1.875,36.2,3,1,1
3248,-119.82,52200,272,33,1293,1,229,694,20.221,36.19,3,1,1
3249,-119.99,1e+05,92,23,333,1,55,198,0.4999,36.09,3,1,1
3250,-119.96,47700,270,25,1047,1,286,1505,20.976,35.99,3,1,1
3251,-119.8,225000,39,20,156,1,37,171,3.05,36.02,3,1,1
3252,-120.14,60900,518,27,2533,1,461,1371,29.708,36.04,3,1,1
3253,-120.12,48500,334,18,1165,1,308,1119,22.167,36.01,3,1,1
3254,-120.14,43900,420,33,1726,1,388,1371,20.335,36,3,1,1
3255,-120.12,56200,482,7,2049,1,422,1387,2.25,35.99,3,1,1
3256,-120.13,71300,8,26,48,1,8,13,2.375,35.87,3,1,1
3257,-120,62500,53,16,259,1,38,131,3.125,35.91,3,1,1
3258,-122.89,73500,114,16,411,1,19,26,0.4999,39.42,3,1,1
3259,-122.9,98900,240,39,1295,1,179,534,39.519,39.23,3,1,1
3260,-122.91,72500,18,43,89,1,27,86,20.208,39.18,3,1,1
3261,-122.91,68300,42,44,202,1,39,142,4.35,39.17,3,1,1
3262,-122.9,73600,277,45,1314,1,232,649,2.575,39.17,3,1,1
3263,-122.88,106300,231,20,1125,1,196,521,22.188,39.14,3,1,1
3264,-123.07,92600,193,24,1098,0,145,353,38.333,39.12,3,1,1
3265,-122.95,137500,69,17,380,1,72,225,3.25,39.13,3,1,1
3266,-122.89,71100,333,10,1588,1,254,585,22.551,39.11,3,1,1
